,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons
769,"Kang-ho Song, Ha-kyun Shin, Doona Bae, Ji-Eun Lim",7 wins & 1 nomination.,N/A,South Korea,22 Nov 2005,Chan-wook Park,"Action, Drama, Thriller","Korean, Korean Sign Language",56,"A recently laid off factory worker kidnaps his former boss' friend's daughter, hoping to use the ransom money to pay for his sister's kidney transplant.",https://m.media-amazon.com/images/M/MV5BZjlmOTdhNjUtZWQ2NS00MjAwLWI3ZDMtNTNjNzVlMjc5N2MxXkEyXkFqcGdeQXVyNjczODM4MTc@._V1_SX300.jpg,Tartan Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",29 Mar 2002,True,129 min,Sympathy for Mr. Vengeance,movie,http://www.mrvengeancemovie.com,"Jae-sun Lee, Jong-yong Lee, Mu-yeong Lee, Chan-wook Park, Chan-wook Park (character created by: Sympathy for Mr. Vengeance,  Vengeance Trilogy)",2002,tt0310775,7.7,"55,403",
770,"Chiwetel Ejiofor, Audrey Tautou, Sergi López, Sophie Okonedo",Nominated for 1 Oscar. Another 17 wins & 26 nominations.,"$7,953,388",UK,23 Mar 2004,Stephen Frears,"Crime, Drama, Thriller","English, Somali, Spanish, French",78,An illegal Nigerian immigrant discovers the unpalatable side of London life.,https://m.media-amazon.com/images/M/MV5BNDMxOGM4ZjgtZjJhNS00MzVjLWI2ZjctYzhjN2NkMGI5OWZkXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",05 Sep 2003,True,97 min,Dirty Pretty Things,movie,http://www.miramax.com/dirty_pretty_things,Steven Knight,2002,tt0301199,7.4,"38,327",
771,"America Ferrera, Lupe Ontiveros, Ingrid Oliu, George Lopez",7 wins & 4 nominations.,"$5,677,043",USA,22 Apr 2003,Patricia Cardoso,"Comedy, Drama","English, Spanish",71,"This is the story of Ana, a first generation Mexican-American teenager on the verge of becoming a woman. She lives in the predominately Latino community of East Los Angeles. Freshly ...",https://m.media-amazon.com/images/M/MV5BYTNlNzAxMjktZmViZi00ZmU4LWJjNTYtMzhlZmQzY2FhYzgxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,HBO Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",08 Nov 2002,True,90 min,Real Women Have Curves,movie,http://www.realwomenhavecurves.com,"Josefina Lopez (play), George LaVoo (teleplay), Josefina Lopez (teleplay)",2002,tt0296166,7.0,"6,551",
772,"Anthony Hopkins, Edward Norton, Ralph Fiennes, Harvey Keitel",4 wins & 10 nominations.,"$92,930,005","Germany, USA",01 Apr 2003,Brett Ratner,"Crime, Drama, Thriller","English, French",60,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",https://m.media-amazon.com/images/M/MV5BMTQ4MDgzNjM5MF5BMl5BanBnXkFtZTYwMjUwMzY2._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",04 Oct 2002,True,124 min,Red Dragon,movie,http://www.reddragonmovie.com/,"Thomas Harris (novel), Ted Tally (screenplay)",2002,tt0289765,7.2,"230,053",
773,"Tom Cavanagh, Ben Foster, Randy Harrison, Janel Moloney",7 wins & 1 nomination.,N/A,"USA, Canada",27 Jan 2004,Guy Ferland,"Crime, Drama, Thriller",English,N/A,"Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",https://m.media-amazon.com/images/M/MV5BYTU0Zjc4ZTktOWY5ZC00ZTM0LWE5M2QtY2U0ZGYxZjFhMWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Every Guy Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",21 Jan 2008,True,93 min,Bang Bang You're Dead,movie,N/A,William Mastrosimone,2002,tt0288439,7.9,"12,017",
774,"Rider Strong, Jordan Ladd, James DeBello, Cerina Vincent",2 wins & 12 nominations.,"$21,113,424",USA,20 Jan 2004,Eli Roth,Horror,English,56,"Five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",https://m.media-amazon.com/images/M/MV5BMTEwNTU3NzM2NDJeQTJeQWpwZ15BbWU2MDY2ODcyNw@@._V1_SX300.jpg,Lion&#39;s Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",12 Sep 2003,True,93 min,Cabin Fever,movie,http://www.liquiddesign.biz/cabinfever/,"Eli Roth, Randy Pearlstein, Eli Roth (story)",2002,tt0303816,5.6,"69,571",
775,"Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson",Nominated for 1 Golden Globe. Another 4 wins & 14 nominations.,N/A,USA,20 May 2003,Spike Lee,Drama,English,67,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term.",https://m.media-amazon.com/images/M/MV5BNmE0YjdlYTktMTU4Ni00Mjk2LWI3NWMtM2RjNmFiOTk4YjYxL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Touchstone Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",10 Jan 2003,True,135 min,25th Hour,movie,http://touchstonepictures.go.com/,"David Benioff (novel), David Benioff (screenplay)",2002,tt0307901,7.7,"161,982",
776,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",1 win & 9 nominations.,"$95,308,367",USA,17 Sep 2002,David Fincher,"Crime, Drama, Thriller",English,65,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",29 Mar 2002,True,112 min,Panic Room,movie,http://www.spe.sony.com/movies/panicroom,David Koepp,2002,tt0258000,6.8,"234,336",
777,"Ohad Knoller, Yehuda Levi, Assi Cohen, Aya Steinovitz",9 wins & 1 nomination.,N/A,Israel,30 Mar 2004,Eytan Fox,"Drama, Romance, War",Hebrew,70,"Romance blooms between two soldiers (Knoller, Levi) stationed in an Israeli outpost on the Lebanese border.",https://m.media-amazon.com/images/M/MV5BOTJhNjUxZDYtNmM3My00MmZmLWFjZjQtMTljNTY1ZDI3YTFiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,Strand Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",01 Aug 2002,True,65 min,Yossi & Jagger,movie,http://www.yossiandjagger.com/,Avner Bernheimer,2002,tt0334754,7.2,"6,321",
778,"Mania Akbari, Amin Maher, Kamran Adl, Roya Akbari",3 nominations.,N/A,"Iran, France",02 Nov 2004,Abbas Kiarostami,Drama,Persian,86,A visual social examination in the form of ten conversations between a driving woman and her various pick-ups and hitchhikers.,https://ia.media-imdb.com/images/M/MV5BMTgyNTYwMzM5MV5BMl5BanBnXkFtZTcwMjE5MTcyMQ@@._V1_SX300.jpg,Zeitgeist Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",18 Sep 2002,True,94 min,Ten,movie,http://www.zeitgeistfilm.com/current/ten/ten.html,Abbas Kiarostami,2002,tt0301978,7.5,"5,883",
779,"Casey Affleck, Matt Damon",2 wins & 7 nominations.,N/A,"USA, Argentina, Jordan",11 Nov 2003,Gus Van Sant,"Adventure, Drama, Mystery",English,54,A friendship between two young men is tested when they go for a hike in a desert and forget to bring any water or food with them.,https://m.media-amazon.com/images/M/MV5BOTg5ZDRlZjItODNmMy00MDI0LWIwOGYtZjA1ODEyN2U1ZTkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,FilmFour,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",20 Sep 2002,True,103 min,Gerry,movie,http://www.thinkfilmcompany.com,"Casey Affleck, Matt Damon, Gus Van Sant",2002,tt0302674,6.2,"16,657",
780,"Jason Statham, Qi Shu, Matt Schulze, François Berléand",N/A,"$25,221,889","France, USA",15 Apr 2003,"Louis Leterrier, Corey Yuen","Action, Crime, Thriller","English, French, Mandarin",51,"Frank is hired to ""transport"" packages for unknown clients and has made a very good living doing so. But when asked to move a package that begins moving, complications arise.",https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_SX300.jpg,Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",11 Oct 2002,True,92 min,The Transporter,movie,http://www.transportermovie.com/home.html,"Luc Besson, Robert Mark Kamen",2002,tt0293662,6.8,"266,981",
781,"Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate",1 win & 4 nominations.,"$24,430,272",USA,20 Aug 2002,Roger Kumble,"Comedy, Romance",English,32,A girl finds she is forced to educate herself on the etiquette of wooing the opposite sex when she finally meets Mr. Right.,https://m.media-amazon.com/images/M/MV5BNDIyZTkwOGEtYTFlNC00MTU4LWIyNGItYjBlYmFhNDRmYzcwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",12 Apr 2002,True,88 min,The Sweetest Thing,movie,http://www.sonypictures.com/movies/thesweetestthing,Nancy M. Pimental,2002,tt0253867,5.1,"51,578",
782,"Jennifer Aniston, Deborah Rush, Mike White, John Carroll Lynch",5 wins & 16 nominations.,N/A,"USA, Germany, Netherlands",26 Jun 2007,Miguel Arteta,"Drama, Romance",English,71,A discount store clerk strikes up an affair with a stock boy who considers himself the incarnation of Holden Caulfield.,https://m.media-amazon.com/images/M/MV5BODA1NjA3MzAtNGYyYS00YThmLThkZDktNDk1ZTM4ZTJmNDgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '71/100'}]",30 Aug 2002,True,93 min,The Good Girl,movie,N/A,Mike White,2002,tt0279113,6.4,"41,147",
783,"Goldie Hawn, Susan Sarandon, Geoffrey Rush, Erika Christensen",Nominated for 1 Golden Globe. Another 1 win.,"$30,194,326",USA,28 Jan 2003,Bob Dolman,"Comedy, Drama",English,48,"Lavinia and Suzette, former rock groupies and best friends, reconnect after twenty years; one is still as wild as ever, while the other has adopted a more conservative lifestyle.",https://m.media-amazon.com/images/M/MV5BZjA1OTQxNGEtNTRjNi00MWIwLWEyZGYtNGRjOGEwNzE5OWU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",20 Sep 2002,True,98 min,The Banger Sisters,movie,http://www.foxsearchlight.com/thebangersisters/index.html,Bob Dolman,2002,tt0280460,5.6,"13,750",
784,"James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren",Nominated for 1 Golden Globe. Another 15 wins & 25 nominations.,"$3,806,471",USA,01 Apr 2003,Steven Shainberg,"Comedy, Drama, Romance",English,63,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",https://m.media-amazon.com/images/M/MV5BMjA5ODIzMTQ4M15BMl5BanBnXkFtZTYwMDgwNDA3._V1_SX300.jpg,Lions Gate,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",11 Oct 2002,True,107 min,Secretary,movie,http://www.secretarythemovie.com/,"Erin Cressida Wilson (screenplay), Mary Gaitskill (short story), Steven Shainberg (story adaptation), Erin Cressida Wilson (story adaptation)",2002,tt0274812,7.0,"76,602",
785,"Ryôka Yuzuki, Hikaru Hanada, Yuka Imai, Kazuhiro Yamaji",1 nomination.,N/A,Japan,06 Aug 2002,Katsuhito Akiyama,"Animation, Sci-Fi, Thriller",Japanese,N/A,"Five years after the OAV series, Third series robot Naomi Armitage and her husband Ross Sylibus now live peacefully on Mars with their daughter, until a corporation wants to know the secrets of the third's ability to bear children.",https://m.media-amazon.com/images/M/MV5BOTUwOTY3Mjg1MF5BMl5BanBnXkFtZTcwODI2MTAyMQ@@._V1_SX300.jpg,Pioneer,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",01 Oct 2002,True,90 min,Armitage III: Dual Matrix,movie,N/A,"Naoko Hasegawa, Hideki Kakinuma",2002,tt0303678,6.5,976,
786,"Adrien Brody, Emilia Fox, Michal Zebrowski, Ed Stoppard",Won 3 Oscars. Another 52 wins & 73 nominations.,"$32,519,322","France, Poland, Germany, UK, USA",27 May 2003,Roman Polanski,"Biography, Drama, Music, War","English, German, Russian",85,A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",28 Mar 2003,True,150 min,The Pianist,movie,http://www.thepianistmovie.com/,"Ronald Harwood (screenplay), Wladyslaw Szpilman (book)",2002,tt0253474,8.5,"629,707",
787,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",3 wins & 3 nominations.,N/A,USA,18 Feb 2003,Robert Rodriguez,"Action, Adventure, Comedy, Family, Sci-Fi",English,66,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",https://m.media-amazon.com/images/M/MV5BNWM2N2JjYzYtYWIyNS00NDc3LWFkNDctMmYwOWQyZTcxYjZhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Dimension Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",07 Aug 2002,True,100 min,Spy Kids 2: Island of Lost Dreams,movie,http://www.spykids2.com/,Robert Rodriguez,2002,tt0287717,5.1,"54,127",
788,"Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey",2 wins & 3 nominations.,"$93,300,000","USA, Australia",29 Apr 2003,Marc Lawrence,"Comedy, Romance",English,42,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.",https://m.media-amazon.com/images/M/MV5BYTg4N2M2ODItZjVjMy00YTljLTllNjUtYzY4ZTE2MTI2M2RhXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",20 Dec 2002,True,101 min,Two Weeks Notice,movie,http://twoweeksnoticemovie.warnerbros.com,Marc Lawrence,2002,tt0313737,6.1,"97,157",
789,"Connie Nielsen, Charles Berling, Chloë Sevigny, Dominique Reymond",4 wins & 6 nominations.,"$39,284",France,16 Mar 2004,Olivier Assayas,"Thriller, Drama, Mystery","English, French, Japanese",64,"Two corporations compete for illicit 3D manga pornography, sending spies to infiltrate each other's operations.",https://m.media-amazon.com/images/M/MV5BMjE4MTkzMDIzMl5BMl5BanBnXkFtZTcwNDc3NDAwMQ@@._V1_SX300.jpg,Palm Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",06 Nov 2002,True,129 min,Demonlover,movie,http://www.demonloverfilm.com,Olivier Assayas,2002,tt0284034,5.9,"4,156",
790,"Rupert Everett, Colin Firth, Frances O'Connor, Reese Witherspoon",2 wins & 2 nominations.,N/A,"UK, USA",12 Nov 2002,Oliver Parker,"Comedy, Drama, Romance","English, German",60,"In 1890s London, two friends use the same pseudonym (""Ernest"") for their on-the-sly activities. Hilarity ensues.",https://m.media-amazon.com/images/M/MV5BMTI1MTAxNDk0Nl5BMl5BanBnXkFtZTcwMDg2ODEyMQ@@._V1_SX300.jpg,Miramax Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",21 Jun 2002,True,97 min,The Importance of Being Earnest,movie,http://www.miramax.com/importanceofbeingernest/index.html,"Oscar Wilde (play), Oliver Parker (screenplay)",2002,tt0278500,6.8,"20,801",
791,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",1 win & 4 nominations.,"$43,056,895",USA,20 May 2003,Stuart Baird,"Action, Adventure, Sci-Fi, Thriller",English,51,"The Enterprise is diverted to the Romulan homeworld Romulus, supposedly because they want to negotiate a peace treaty. Captain Picard and his crew discover a serious threat to the Federation once Praetor Shinzon plans to attack Earth.",https://m.media-amazon.com/images/M/MV5BMjAxNjY2NDY3NF5BMl5BanBnXkFtZTcwMjA0MTEzMw@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",13 Dec 2002,True,116 min,Star Trek: Nemesis,movie,http://nemesis.startrek.com/,"Gene Roddenberry (television series Star Trek), John Logan (story), Rick Berman (story), Brent Spiner (story), John Logan (screenplay)",2002,tt0253754,6.4,"67,143",
792,"Javier Lombardo, Antonio Benedicti, Javiera Bravo, Julia Solomonoff",25 wins & 8 nominations.,N/A,"Argentina, Spain",18 Jul 2006,Carlos Sorin,"Comedy, Drama",Spanish,76,"Three people and a baby set off on separate journeys, along the same road; their disparate dreams and stories intertwine amidst the breathtaking deserted Patagonic route.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNTI1NzA0Nl5BMl5BanBnXkFtZTcwMzg1NDMzMQ@@._V1_SX300.jpg,New Yorker,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",24 Oct 2002,True,92 min,Intimate Stories,movie,http://www.ocean-films.com/historiasminimas/,Pablo Solarz,2002,tt0291988,7.5,"4,274",
793,"Megumi Okina, Misaki Itô, Misa Uehara, Yui Ichikawa",1 win & 1 nomination.,N/A,Japan,09 Nov 2004,Takashi Shimizu,Horror,Japanese,48,A mysterious and vengeful spirit marks and pursues anybody who dares enter the house in which it resides.,https://m.media-amazon.com/images/M/MV5BYjNjMWNhZjctYmQzYS00M2ZmLWEzZTktZTJjZDI0NmM0MmMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Lions Gate Releasing,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",25 Jan 2003,True,92 min,Ju-on: The Grudge,movie,http://www.juonthegrudge.com,Takashi Shimizu,2002,tt0364385,6.7,"36,745",
794,"Shane West, Mandy Moore, Peter Coyote, Daryl Hannah",4 wins & 2 nominations.,"$41,090,572",USA,09 Jul 2002,Adam Shankman,"Drama, Romance",English,35,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.",https://m.media-amazon.com/images/M/MV5BMzU3NTYxM2MtNjViMS00YmNlLWEwM2MtYWI2MzgzNTkxODFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",25 Jan 2002,True,101 min,A Walk to Remember,movie,http://awalktoremember.warnerbros.com,"Nicholas Sparks (novel), Karen Janszen (screenplay)",2002,tt0281358,7.4,"186,602",
795,"Taye Diggs, Cliff Saunders, Catherine Zeta-Jones, Renée Zellweger",Won 6 Oscars. Another 51 wins & 128 nominations.,N/A,"USA, Germany, Canada",19 Aug 2003,Rob Marshall,"Comedy, Crime, Musical","English, Hungarian",82,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",https://m.media-amazon.com/images/M/MV5BN2E3NDU1ZTktNzZjNy00MWU3LWI4YmMtMjdjNTIzMDU0MDdiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",24 Jan 2003,True,113 min,Chicago,movie,http://www.miramax.com/movie/chicago,"Bill Condon (screenplay), Bob Fosse (book), Fred Ebb (book), Maurine Dallas Watkins (play)",2002,tt0299658,7.2,"199,307",
796,"Dana Carvey, Jennifer Esposito, Harold Gould, James Brolin",1 win & 6 nominations.,"$40,400,000",USA,28 Jan 2003,Perry Andelin Blake,"Adventure, Comedy, Family, Fantasy",English,12,An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.,https://m.media-amazon.com/images/M/MV5BODYzNjdmZTgtNzkyZS00NWJjLTlkOGQtZmEzZTI3ZTg2MzNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Columbia Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '3.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '1%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",02 Aug 2002,True,80 min,The Master of Disguise,movie,http://www.sonypictures.com/movies/masterofdisguise/,"Dana Carvey, Harris Goldberg",2002,tt0295427,3.3,"20,311",
797,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Griffiths",Nominated for 3 BAFTA Film Awards. Another 11 wins & 42 nominations.,"$261,835,892","UK, USA, Germany",11 Apr 2003,Chris Columbus,"Adventure, Family, Fantasy, Mystery",English,63,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.,https://m.media-amazon.com/images/M/MV5BMTcxODgwMDkxNV5BMl5BanBnXkFtZTYwMDk2MDg3._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",15 Nov 2002,True,161 min,Harry Potter and the Chamber of Secrets,movie,http://harrypotter.warnerbros.com/,"J.K. Rowling (novel), Steve Kloves (screenplay)",2002,tt0295297,7.4,"486,414",
798,"Natasha Richardson, Holmes Osborne, Billy Bob Thornton, Patrick Swayze",N/A,N/A,USA,08 Apr 2003,Jordan Brady,"Comedy, Romance",English,28,A romantic comedy about two trashy couples travelling to Reno to see a monster truck show.,https://m.media-amazon.com/images/M/MV5BOTMxNjI1ZWEtODIwZC00NmM3LTkwNWEtYjdkY2IyODQxNGI5XkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",13 Dec 2002,True,91 min,Waking Up in Reno,movie,http://www.miramax.com/wakingupinreno/index.html,"Brent Briscoe, Mark Fauser",2002,tt0219400,5.5,"5,397",
799,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen",Nominated for 2 Oscars. Another 13 wins & 41 nominations.,"$164,400,000","USA, Canada",06 May 2003,Steven Spielberg,"Biography, Crime, Drama","English, French",75,"A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",25 Dec 2002,True,141 min,Catch Me If You Can,movie,http://www.dreamworks.com/catchthem/jump2.html,"Jeff Nathanson (screenplay), Frank Abagnale Jr. (book), Stan Redding (book)",2002,tt0264464,8.1,"706,735",
800,"Lacey Chabert, Tom Kane, Cree Summer, Tim Curry",Nominated for 1 Oscar. Another 12 nominations.,"$39,766,440",USA,01 Apr 2003,"Cathy Malkasian, Jeff McGrath","Animation, Adventure, Comedy, Family, Fantasy",English,69,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",https://m.media-amazon.com/images/M/MV5BMjEwOTAxODc4NV5BMl5BanBnXkFtZTYwMTU3MTY3._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",20 Dec 2002,True,85 min,The Wild Thornberrys Movie,movie,http://www.nick.com/all_nick/movies/wildthornberrys/,"Arlene Klasky (characters), Gabor Csupo (characters), Steve Pepoon (characters), David Silverman (characters), Stephen Sustarsic (characters), Kate Boutilier",2002,tt0282120,5.4,"13,316",
