,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
753,"Julia Roberts, Lucas Hedges, Courtney B. Vance, Kathryn Newton",N/A,N/A,USA,19 Feb 2019,Peter Hedges,,,Drama,English,68,A drug addicted teenage boy shows up unexpectedly at his family's home on Christmas Eve.,https://m.media-amazon.com/images/M/MV5BZGY3ZWMyYjEtMDMzYi00NDQyLWE1MWEtMDNmMjRlOGVkNDc3XkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,LD Entertainment/Lionsgate/Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",05 Dec 2018,True,103 min,,Ben Is Back,movie,https://www.benisbackmovie.com/,Peter Hedges,2018,tt7545524,6.8,"5,561",,
754,"Samantha Mugatsia, Neville Misati, Nice Githinji, Charlie Karumi",N/A,N/A,"Kenya, South Africa, Germany, Netherlands, France, Norway, Lebanon",N/A,Wanuri Kahiu,,,"Drama, Romance","English, Swahili",62,"""Good Kenyan girls become good Kenyan wives,"" but Kena and Ziki long for something more. When love blossoms between them, the two girls will be forced to choose between happiness and safety.",https://m.media-amazon.com/images/M/MV5BMGFiZTNiZjEtN2E4ZS00MWQyLWJmZDYtMTRmZTAwM2ExNDZlXkEyXkFqcGdeQXVyNTkyMjQwNw@@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",19 Apr 2019,True,83 min,,Rafiki,movie,N/A,"Wanuri Kahiu, Jenna Cato Bass, Monica Arac de Nyeko (short story ""Jambula Tree"")",2018,tt8286894,6.4,651,,
755,"Lucy Hale, Kathryn Prescott, Alexandra Shipp, Awkwafina",N/A,N/A,USA,20 Apr 2018,Olivia Milch,,,"Comedy, Drama",English,N/A,A group of teenage girlfriends deal with life after high school.,https://m.media-amazon.com/images/M/MV5BMTk1NjA2ODk2NV5BMl5BanBnXkFtZTgwNjkyMTA0NTM@._V1_SX300.jpg,Netflix,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",20 Apr 2018,True,97 min,,Dude,movie,N/A,"Olivia Milch, Olivia Milch (story by), Kendall McKinnon (story by)",2018,tt3458510,5.1,"4,873",,
756,"Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",N/A,"$664,987,816",USA,14 Aug 2018,"Anthony Russo, Joe Russo",,,"Action, Adventure, Sci-Fi",English,68,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",27 Apr 2018,True,149 min,,Avengers: Infinity War,movie,http://marvel.com/movies/movie/223/avengers_infinity_war,"Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)",2018,tt4154756,8.5,"612,147",,
757,"Kristín Þóra Haraldsdóttir, Babetida Sadjo, Patrik Nökkvi Pétursson, Bragi Arnason",N/A,N/A,"Iceland, Sweden, Belgium",N/A,Isold Uggadottir,,,Drama,"Icelandic, English",77,"Two women's lives will intersect while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.",https://m.media-amazon.com/images/M/MV5BNjljNzZmZDgtZGE0MS00OTgzLWE2MDAtODQ5YTMwYWU0MzAwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,The Match Factory,TV-14,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",04 Jan 2019,True,95 min,,And Breathe Normally,movie,N/A,Isold Uggadottir,2018,tt6776106,6.9,945,,
758,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke",N/A,N/A,USA,14 Sep 2018,Ron Howard,,,"Action, Adventure, Fantasy, Sci-Fi",English,62,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",25 May 2018,True,135 min,,Solo: A Star Wars Story,movie,http://www.starwars.com/films/solo,"Jonathan Kasdan, Lawrence Kasdan, George Lucas (based on characters created by)",2018,tt3778644,7.0,"209,745",,
759,"Mackenzie Foy, Tom Sweet, Meera Syal, Ellie Bamber",N/A,N/A,USA,29 Jan 2019,"Lasse Hallström, Joe Johnston",,,"Adventure, Family, Fantasy",English,39,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",02 Nov 2018,True,99 min,,The Nutcracker and the Four Realms,movie,N/A,"Ashleigh Powell (screen story by), Ashleigh Powell (screenplay by), E.T.A. Hoffmann (suggested by the short story ""The Nutcracker and the Mouse King"" written by), Marius Petipa (suggested by the ""Nutcracker Ballet"" by)",2018,tt5523010,5.5,"15,335",,
760,"Helen Hunt, Erin Moriarty, William Hurt, Danika Yarosh",N/A,N/A,USA,31 Jul 2018,Sean McNamara,,,"Drama, Sport",English,44,"After the tragic death of star volleyball player Caroline ""Line"" Found, a team of dispirited high school girls must band together under the guidance of their tough-love coach in hopes of winning the state championship.",https://m.media-amazon.com/images/M/MV5BMDU1MjdhN2UtNGRjMC00N2M4LTg1ZTUtZDIzZjIyMzA3YWRmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,LD Entertainment,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",06 Apr 2018,True,101 min,,The Miracle Season,movie,http://www.miracleseason.movie/,"David Aaron Cohen (screenplay by), Elissa Matsueda (screenplay by), David Aaron Cohen (story by)",2018,tt5427194,6.5,"2,878",,
761,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner",N/A,N/A,USA,23 Oct 2018,Brad Bird,,,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",English,80,"The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",https://m.media-amazon.com/images/M/MV5BMTEzNzY0OTg0NTdeQTJeQWpwZ15BbWU4MDU3OTg3MjUz._V1_SX300.jpg,Disney/Pixar,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",15 Jun 2018,True,118 min,,Incredibles 2,movie,http://movies.disney.com/the-incredibles-2,Brad Bird,2018,tt3606756,7.7,"185,186",,
762,"Isabelle Huppert, Chloë Grace Moretz, Maika Monroe, Jane Perry",N/A,N/A,"Ireland, USA",N/A,Neil Jordan,,,"Drama, Horror, Mystery, Thriller",English,53,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,https://m.media-amazon.com/images/M/MV5BOTg0OTVjYjUtOWUzYS00YjJjLWI3NWItMmVjNTBlMTE2ODJlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",01 Mar 2019,True,98 min,,Greta,movie,N/A,"Ray Wright (screenplay by), Neil Jordan (screenplay by), Ray Wright (story by)",2018,tt2639336,6.2,"3,157",,
763,"Michael Abela, Daniel Doheny, Brendan Archer, Gianna Jean",N/A,N/A,USA,08 Jun 2018,Craig Johnson,,,"Comedy, Drama, Romance",English,62,"Alex, the high school class president, nerd and a straight A student, has been dating Claire a long time. They decide to sleep together but then he meets a gay guy and gets confused.",https://m.media-amazon.com/images/M/MV5BMjQ4MjIxOTYyNF5BMl5BanBnXkFtZTgwMTc3MDg0NTM@._V1_SX300.jpg,Netflix,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",08 Jun 2018,True,99 min,,Alex Strangelove,movie,N/A,Craig Johnson,2018,tt5688996,6.3,"10,823",,
764,"Natalie Portman, Jude Law, Stacy Martin, Jennifer Ehle",N/A,N/A,USA,05 Mar 2019,Brady Corbet,,,"Drama, Music",English,68,An unusual set of circumstances brings unexpected success to a pop star.,https://m.media-amazon.com/images/M/MV5BOTU2YjVhNjMtMGQ4ZC00ZmUyLWJlZjAtNTgyZjhjZmQwNWUwXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,NEON,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",20 Dec 2018,True,114 min,,Vox Lux,movie,https://www.voxluxmovie.com/,Brady Corbet,2018,tt5960374,6.0,"6,776",,
765,"Najwa Nimri, Eva Llorach, Carme Elias, Natalia de Molina",N/A,N/A,"Spain, France",N/A,Carlos Vermut,,,"Drama, Music, Mystery",Spanish,N/A,"When Lila, a celebrated but fame-weary and amnesiac singer forgets how to perform, super-fan Violeta steps in to teach Lila how to be Lila once again.",https://m.media-amazon.com/images/M/MV5BNTg2MTQ4MWUtMGIyOC00NTIyLWE1NjQtN2M5ZTJiNGFkMTI4XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Apache Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",24 Oct 2018,True,125 min,,Quién te cantará,movie,N/A,Carlos Vermut,2018,tt6485304,7.3,768,,
766,"Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson",N/A,N/A,USA,05 Feb 2019,Otto Bathurst,,,"Action, Adventure, Thriller",English,32,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,https://m.media-amazon.com/images/M/MV5BOGQzZDM0NGUtZGE1NS00ZjQwLTk0N2EtMWI0NTgxYTkwYWQ4XkEyXkFqcGdeQXVyNDMzMzI5MjM@._V1_SX300.jpg,Summit Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",21 Nov 2018,True,116 min,,Robin Hood,movie,N/A,"Ben Chandler (screenplay by), David James Kelly (screenplay by), Ben Chandler (story by)",2018,tt4532826,5.3,"31,879",,
767,"Bobby Roddy, Mark Lawrence, Sue Walsh, Alisha Weir",N/A,N/A,USA,14 Sep 2018,Michael Tully,,,"Horror, Mystery, Thriller",English,65,An American artist's obsession with a disturbing urban legend leads her to an investigation of the story's origins at the crumbling estate of a reclusive painter in Ireland.,https://m.media-amazon.com/images/M/MV5BMTc0ODk3Njk0N15BMl5BanBnXkFtZTgwODU4ODA3NTM@._V1_SX300.jpg,Cranked Up Films,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",14 Nov 2018,True,86 min,,Don't Leave Home,movie,N/A,Michael Tully,2018,tt6842126,4.8,612,,
768,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins",N/A,N/A,USA,16 Oct 2018,Peyton Reed,,,"Action, Adventure, Comedy, Sci-Fi","English, Spanish",70,"As Scott Lang balances being both a Super Hero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.",https://m.media-amazon.com/images/M/MV5BYjcyYTk0N2YtMzc4ZC00Y2E0LWFkNDgtNjE1MzZmMGE1YjY1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",06 Jul 2018,True,118 min,,Ant-Man and the Wasp,movie,https://marvel.com/antman,"Chris McKenna, Erik Sommers, Paul Rudd, Andrew Barrer, Gabriel Ferrari, Stan Lee (based on the Marvel Comics by), Larry Lieber (based on the Marvel Comics by), Jack Kirby (based on the Marvel Comics by)",2018,tt5095030,7.1,"204,018",,
769,"Mike C. Nelson, Jenni Melear, David McCracken, Napoleon Ryan",N/A,N/A,USA,N/A,David McCracken,,,"Action, Drama, Thriller",English,50,"An action/thriller set in 1977 about four friends who reunite for a bachelor party to hunt for buried Prohibition money on Kentucky's Bluegrass Bourbon Trail, only to become ripped apart by greed, corruption, and murder.",https://m.media-amazon.com/images/M/MV5BZTk5MmZjYjktZWZhZC00NzRkLTk3NDAtOWYxZGJlZjkzMjRiXkEyXkFqcGdeQXVyMjI4MDEyMjg@._V1_SX300.jpg,Mr. Pictures,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",26 Oct 2018,True,98 min,,Bullitt County,movie,N/A,David McCracken,2018,tt6140148,5.1,240,,
770,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg",N/A,N/A,"USA, China, France, Norway",04 Dec 2018,Christopher McQuarrie,,,"Action, Adventure, Thriller","English, French",86,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",27 Jul 2018,True,147 min,,Mission: Impossible - Fallout,movie,https://www.missionimpossible.com/,"Bruce Geller (based on the television series created by), Christopher McQuarrie",2018,tt4912910,7.8,"218,877",,
771,"Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi, Mila Kunis",N/A,N/A,"USA, Canada",30 Oct 2018,Susanna Fogel,,,"Action, Adventure, Comedy","English, Russian, French, Lithuanian, German",52,Audrey and Morgan are best friends who unwittingly become entangled in an international conspiracy when one of the women discovers the boyfriend who dumped her was actually a spy.,https://m.media-amazon.com/images/M/MV5BNDY1MTA0NjgyN15BMl5BanBnXkFtZTgwMTEzNDQ4NTM@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",03 Aug 2018,True,117 min,,The Spy Who Dumped Me,movie,https://www.thespywhodumpedme.movie/,"Susanna Fogel, David Iserson",2018,tt6663582,6.0,"43,669",,
772,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan",N/A,N/A,USA,20 Nov 2018,Jon M. Chu,,,"Comedy, Romance","English, Mandarin, Cantonese, Hokkien, French, Malay",74,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",https://m.media-amazon.com/images/M/MV5BMTYxNDMyOTAxN15BMl5BanBnXkFtZTgwMDg1ODYzNTM@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",15 Aug 2018,True,120 min,,Crazy Rich Asians,movie,http://www.crazyrichasiansmovie.com/,"Peter Chiarelli (screenplay by), Adele Lim (screenplay by), Kevin Kwan (based on the novel ""Crazy Rich Asians"" by)",2018,tt3104988,7.0,"82,720",,
773,"Karim Leklou, Isabelle Adjani, Vincent Cassel, Oulaya Amamra",N/A,N/A,France,N/A,Romain Gavras,,,"Comedy, Crime","French, English, Spanish, Arabic",73,"A small-time dealer dreams of another life but can't afford it. To escape, he must accept one last job involving Spain, drugs, the Illuminati and his overbearing mother.",https://m.media-amazon.com/images/M/MV5BYzA1Y2Q4NTEtMGE3NS00MmMyLTkxNTEtNTRhZGFmYmZkNGYyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,N/A,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",15 Aug 2018,True,94 min,,The World Is Yours,movie,N/A,"Karim Boukercha (adaptation), Karim Boukercha (screenplay), Noé Debré (adaptation), Noé Debré (screenplay), Romain Gavras (adaptation), Romain Gavras (screenplay)",2018,tt6892462,6.4,"2,060",,
774,"Kodi Smit-McPhee, Jóhannes Haukur Jóhannesson, Marcin Kowalczyk, Jens Hultén",N/A,N/A,USA,13 Nov 2018,Albert Hughes,,,"Adventure, Drama, Family",English,63,"In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity.",https://m.media-amazon.com/images/M/MV5BODI4OTk1ODY3N15BMl5BanBnXkFtZTgwMDI1MTcwNjM@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",17 Aug 2018,True,96 min,,Alpha,movie,http://www.alpha-themovie.com,"Daniele Sebastian Wiedenhaupt (screenplay by), Albert Hughes (story by)",2018,tt4244998,6.7,"36,715",,
775,"Joey King, Julia Goldani Telles, Jaz Sinclair, Annalise Basso",N/A,N/A,USA,30 Oct 2018,Sylvain White,,,"Horror, Mystery, Thriller",English,30,"In a small town in Massachusetts, a group of friends, fascinated by the internet lore of the Slender Man, attempt to prove that he doesn't actually exist - until one of them mysteriously goes missing.",https://m.media-amazon.com/images/M/MV5BMjE0MzcwMDAyNl5BMl5BanBnXkFtZTgwMzc4ODg0NDM@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",10 Aug 2018,True,93 min,,Slender Man,movie,N/A,"David Birke, Victor Surge (based on a character by)",2018,tt5690360,3.2,"17,466",,
776,"Thomasin McKenzie, Ben Foster, Jeffery Rifflard, Derek John Drescher",N/A,N/A,"USA, Canada",25 Sep 2018,Debra Granik,,,Drama,English,88,"A father and his thirteen year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon, when a small mistake derails their lives forever.",https://m.media-amazon.com/images/M/MV5BMjE3OTI1MTU0OV5BMl5BanBnXkFtZTgwNTg1MzkzNTM@._V1_SX300.jpg,Bleecker Street,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",29 Jun 2018,True,109 min,,Leave No Trace,movie,https://www.bleeckerstreetmedia.com/leavenotrace,"Debra Granik (screenplay by), Anne Rosellini (screenplay by), Peter Rock (based on the novel ""My Abandonment"" by)",2018,tt3892172,7.2,"29,036",,
777,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan",N/A,N/A,"USA, Canada, India",18 Dec 2018,Eli Roth,,,"Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,57,A young orphan named Lewis Barnavelt aids his magical uncle in locating a clock with the power to bring about the end of the world.,https://m.media-amazon.com/images/M/MV5BMTk1MzM1ODEwOV5BMl5BanBnXkFtZTgwMTE0OTA4NTM@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",21 Sep 2018,True,105 min,,The House with a Clock in Its Walls,movie,https://www.housewithaclock.com/,"Eric Kripke (screenplay by), John Bellairs (based on the novel by)",2018,tt2119543,6.1,"29,390",,
778,"Lady Gaga, Bradley Cooper, Sam Elliott, Andrew Dice Clay",1 nomination.,N/A,USA,19 Feb 2019,Bradley Cooper,,,"Drama, Music, Romance",English,88,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,https://m.media-amazon.com/images/M/MV5BNmE5ZmE3OGItNTdlNC00YmMxLWEzNjctYzAwOGQ5ODg0OTI0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",05 Oct 2018,True,136 min,,A Star Is Born,movie,http://www.astarisbornmovie.com/,"Eric Roth (screenplay by), Bradley Cooper (screenplay by), Will Fetters (screenplay by), Moss Hart (based on the 1954 screenplay by), John Gregory Dunne (based on the 1976 screenplay by), Joan Didion (based on the 1976 screenplay by), Frank Pierson (based on the 1976 screenplay by), William A. Wellman (based on a story by), Robert Carson (based on a story by)",2018,tt1517451,7.8,"222,511",,
779,"Shannon Purser, Kristine Froseth, RJ Cyler, Noah Centineo",N/A,N/A,USA,07 Sep 2018,Ian Samuels,,,"Comedy, Drama, Romance",English,60,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,https://m.media-amazon.com/images/M/MV5BMTU5Mjc4NTM2Ml5BMl5BanBnXkFtZTgwMjMzMzA5NTM@._V1_SX300.jpg,Netflix,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",07 Sep 2018,True,105 min,,Sierra Burgess Is a Loser,movie,N/A,Lindsey Beer,2018,tt3120280,6.0,"24,403",,
780,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling",1 win.,N/A,USA,05 Jun 2018,Ava DuVernay,,,"Adventure, Family, Fantasy, Sci-Fi",English,53,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",https://m.media-amazon.com/images/M/MV5BMjMxNjQ5MTI3MV5BMl5BanBnXkFtZTgwMjQ2MTAyNDM@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",09 Mar 2018,True,109 min,,A Wrinkle in Time,movie,N/A,"Jennifer Lee (screenplay by), Jeff Stockwell (screenplay by), Madeleine L'Engle (based upon the novel by)",2018,tt1620680,4.2,"33,836",,
781,"Luis Callejo, Juana Acosta, Carlo D'Ursi, Josean Bengoetxea",N/A,N/A,"Spain, Portugal",N/A,Sergio Barrejón,,,N/A,Spanish,N/A,"Inside the business world, in which we follow the misadventures of César (Luis Callejo), the CEO of a very successful company, valued at many thousands of euros, who, from one moment to the...",https://m.media-amazon.com/images/M/MV5BYTEzMTg2Y2ItOWQ3YS00NWQwLWIxMDItNjA2MmM4MzZlMWFhXkEyXkFqcGdeQXVyMTM5NTA5NjM@._V1_SX300.jpg,N/A,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",06 Jul 2018,True,89 min,,Jefe,movie,N/A,"Natxo López, Marta Piedade (story)",2018,tt7527538,5.4,546,,
782,"Olivia Colman, Rachel Weisz, Emma Delves, Faye Daveney",N/A,N/A,"Ireland, UK, USA",12 Feb 2019,Yorgos Lanthimos,,,"Biography, Comedy, Drama, History",English,90,"In early 18th century England, a frail Queen Anne occupies the throne and her close friend, Lady Sarah, governs the country in her stead. When a new servant, Abigail, arrives, her charm endears her to Sarah.",https://m.media-amazon.com/images/M/MV5BMTg3Mzk4MjU0Ml5BMl5BanBnXkFtZTgwMzQ3MjkxNjM@._V1_SX300.jpg,"Fox Searchlight Pictures, Film4 and Waypoint",R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",21 Dec 2018,True,119 min,,The Favourite,movie,http://www.foxsearchlight.com/thefavourite/,"Deborah Davis, Tony McNamara",2018,tt5083738,7.7,"97,364",,
783,"Sunny Suljic, Katherine Waterston, Lucas Hedges, Na-kel Smith",N/A,N/A,USA,08 Jan 2019,Jonah Hill,,,"Comedy, Drama",English,66,"Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop.",https://m.media-amazon.com/images/M/MV5BZDhjNDQ0MjEtNWZhMy00ZTY1LWFkYmQtMWYwNDliNGQ1MWU2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",26 Oct 2018,True,85 min,,Mid90s,movie,http://mid90s.movie/,Jonah Hill,2018,tt5613484,7.4,"15,747",,
784,"Viggo Mortensen, Mahershala Ali, Linda Cardellini, Sebastian Maniscalco",N/A,N/A,USA,19 Feb 2019,Peter Farrelly,,,"Biography, Comedy, Drama, Music","English, Italian, Russian, German",69,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,https://m.media-amazon.com/images/M/MV5BYzIzYmJlYTYtNGNiYy00N2EwLTk4ZjItMGYyZTJiOTVkM2RlXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",16 Nov 2018,True,130 min,,Green Book,movie,https://www.uphe.com/movies/green-book,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly",2018,tt6966692,8.3,"138,886",,
