,Actors,Awards,BoxOffice,Country,DVD,Director,Episode,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Season,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,seriesID,totalSeasons
793,"Roger Craig Smith, Chris Diamantopoulos, Will Friedle, Charlie Schlatter",1 win.,N/A,USA,08 Jun 2015,Butch Lukic,,,"Animation, Action, Adventure, Sci-Fi",English,N/A,"Batman, with the help of the Flash, Green Arrow, Nightwing, and Red Robin, has to try and get to the bottom of the mysterious robotic animals attacking Gotham.",https://m.media-amazon.com/images/M/MV5BMTQ2NTAyNDY0NF5BMl5BanBnXkFtZTgwMjc0Mzc1NTE@._V1_SX300.jpg,WARNER BROTHERS PICTURES,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",12 May 2015,True,78 min,,Batman Unlimited: Animal Instincts,movie,N/A,Heath Corson,2015,tt4437640,5.8,"2,453",,
794,"Ian McKellen, Laura Linney, Milo Parker, Hiroyuki Sanada",17 nominations.,"$14,173,994","UK, USA",10 Nov 2015,Bill Condon,,,"Drama, Mystery","English, Japanese, French",67,"An aged, retired Sherlock Holmes deals with early dementia, as he tries to remember his final case, and a mysterious woman, whose memory haunts him. He also befriends a fan, the young son of his housekeeper, who wants him to work again.",https://m.media-amazon.com/images/M/MV5BMTg5MjE0Njk0MF5BMl5BanBnXkFtZTgwNTgwMjQ4NTE@._V1_SX300.jpg,Roadside Attractions,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",24 Jul 2015,True,104 min,,Mr. Holmes,movie,http://www.mrholmesfilm.com,"Mitch Cullin (novel), Jeffrey Hatcher (screenplay), Arthur Conan Doyle (created by)",2015,tt3168230,6.9,"57,425",,
795,"Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",17 wins & 29 nominations.,N/A,USA,06 Oct 2015,Alfonso Gomez-Rejon,,,"Comedy, Drama, Romance",English,74,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_SX300.jpg,Fox Searchlight,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",01 Jul 2015,True,105 min,,Me and Earl and the Dying Girl,movie,http://MeAndEarlMovie.com,"Jesse Andrews (screenplay by), Jesse Andrews (based on the novel by)",2015,tt2582496,7.8,"110,903",,
796,"Alison Brie, Jason Sudeikis, Jordan Carlos, Margarita Levieva",2 nominations.,N/A,USA,05 Jan 2016,Leslye Headland,,,"Comedy, Drama, Romance",English,64,"A good-natured womanizer and a serial cheater form a platonic relationship that helps reform them in ways, while a mutual attraction sets in.",https://m.media-amazon.com/images/M/MV5BMTUyMzQwNjEyNV5BMl5BanBnXkFtZTgwMzYwMzgwNjE@._V1_SX300.jpg,IFC Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",12 Aug 2015,True,101 min,,Sleeping with Other People,movie,http://www.sleepingwithotherpeoplefilm.com,Leslye Headland,2015,tt3165612,6.5,"35,373",,
797,"Jason Lee, Justin Long, Matthew Gray Gubler, Jesse McCartney",1 win & 4 nominations.,"$66,580,191",USA,15 Mar 2016,Walt Becker,,,"Animation, Adventure, Comedy, Family, Fantasy, Music","English, Spanish",33,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother.",https://m.media-amazon.com/images/M/MV5BMTQ1NjQyNTkyOF5BMl5BanBnXkFtZTgwNzA3OTUyNzE@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",18 Dec 2015,True,92 min,,Alvin and the Chipmunks: The Road Chip,movie,http://www.alvinmovie.com,"Ross Bagdasarian (characters), Janice Karman (characters), Randi Mayem Singer, Adam Sztykiel",2015,tt2974918,5.1,"14,202",,
798,"Ben Whishaw, Edward Holcroft, Jim Broadbent, Zrinka Cvitesic",Nominated for 1 Golden Globe. Another 1 win & 7 nominations.,,UK,,N/A,,,"Crime, Drama, Mystery, Romance, Thriller",English,N/A,"A chance romance between two men from very different worlds, one from the headquarters of the Secret Intelligence Service, the other from a world of clubbing and youthful excess, leads into mystery after one of them is found murdered.",https://m.media-amazon.com/images/M/MV5BYWVjMTliNjgtMTczYi00MzE0LTlmZjEtY2JjNTllYzE1YWFmXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_SX300.jpg,,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",09 Nov 2015,True,60 min,,London Spy,series,,N/A,2015,tt4108134,7.5,"7,666",,1
799,"Mila Kunis, Channing Tatum, Sean Bean, Eddie Redmayne",4 wins & 16 nominations.,"$43,733,037","USA, Australia",02 Jun 2015,"Lana Wachowski, Lilly Wachowski",,,"Action, Adventure, Sci-Fi","English, Russian",40,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",06 Feb 2015,True,127 min,,Jupiter Ascending,movie,http://www.jupiterascending.com/,"Lilly Wachowski, Lana Wachowski",2015,tt1617661,5.3,"164,853",,
800,"Bradley Cooper, Emma Stone, Rachel McAdams, Bill Murray",2 wins & 7 nominations.,"$15,669,178",USA,25 Aug 2015,Cameron Crowe,,,"Comedy, Drama, Romance","English, Hawaiian, Russian",40,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watch-dog assigned to him.,https://m.media-amazon.com/images/M/MV5BMTg4Mjc0NTE1NV5BMl5BanBnXkFtZTgwNzcwNTQ3NTE@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",29 May 2015,True,105 min,,Aloha,movie,http://www.sonypictures.com/movies/aloha/,Cameron Crowe,2015,tt1243974,5.4,"53,752",,
801,"Antonio Banderas, Eric Bauza, Tim Conway, Eddie Deezen",1 win & 9 nominations.,N/A,"USA, South Korea, Australia",02 Jun 2015,"Paul Tibbitt, Mike Mitchell",,,"Animation, Adventure, Comedy, Family, Fantasy",English,62,"When a diabolical pirate above the sea steals the secret Krabby Patty formula, SpongeBob and his nemesis Plankton must team up in order to get it back.",https://m.media-amazon.com/images/M/MV5BMjYyNDczNTE0MF5BMl5BanBnXkFtZTgwNjkzNDYxMzE@._V1_SX300.jpg,Paramount Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",06 Feb 2015,True,92 min,,The SpongeBob Movie: Sponge Out of Water,movie,http://www.spongebobmovie.com/,"Glenn Berger (screenplay), Jonathan Aibel (screenplay), Stephen Hillenburg (story), Paul Tibbitt (story), Stephen Hillenburg (series ""SpongeBob SquarePants""), Vincent Waller (creative supervision)",2015,tt2279373,6.0,"42,797",,
802,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",Nominated for 1 Oscar. Another 9 wins & 26 nominations.,"$189,859,585",USA,08 May 2015,Sam Taylor-Johnson,,,"Drama, Romance, Thriller",English,46,"Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",13 Feb 2015,True,125 min,,Fifty Shades of Grey,movie,http://www.fiftyshadesmovie.com/,"Kelly Marcel (screenplay by), E.L. James (based on the novel by)",2015,tt2322441,4.1,"276,111",,
803,"Sarah Gadon, Bel Powley, Emily Watson, Rupert Everett",1 win & 1 nomination.,"$1,626,909",UK,03 May 2016,Julian Jarrold,,,"Comedy, Drama, Romance",English,58,"On V.E. Day in 1945, as peace extends across Europe, Princesses Elizabeth and Margaret are allowed out to join the celebrations. It is a night full of excitement, danger and the first flutters of romance.","https://m.media-amazon.com/images/M/MV5BNDg4MjE5OTUyM15BMl5BanBnXkFtZTgwMjM4NzkyNzE@._V1._CR28,31,698,1031_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg",Atlas Distribution Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",04 Dec 2015,True,97 min,,A Royal Night Out,movie,http://www.aroyalnightout.com/#a-royal-night-out,"Trevor De Silva, Kevin Hood",2015,tt1837562,6.5,"7,980",,
804,"Ryan Simpkins, Annika Marks, Karina Logue, Cliff Chamberlain",1 win & 5 nominations.,N/A,USA,05 Apr 2016,Sonny Mallhi,,,"Drama, Horror",English,N/A,"A girl, Tess, is diagnosed with an identity disorder that may actually be channeling an evil, dead spirit inside of her.",https://m.media-amazon.com/images/M/MV5BOTE4Njc3NzU0OF5BMl5BanBnXkFtZTgwMTc3NjYyNzE@._V1_SX300.jpg,Anguish Film,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}]",01 Apr 2016,True,91 min,,Anguish,movie,N/A,Sonny Mallhi,2015,tt3620762,4.5,"1,928",,
805,"Prabhas, Rana Daggubati, Ramya Krishnan, Sathyaraj",22 wins & 12 nominations.,N/A,India,N/A,S.S. Rajamouli,,,"Action, Drama","Telugu, Tamil, Hindi",N/A,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.",https://m.media-amazon.com/images/M/MV5BYWVlMjVhZWYtNWViNC00ODFkLTk1MmItYjU1MDY5ZDdhMTU3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg,Arka Media Works,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}]",09 Jul 2015,True,159 min,,Baahubali: The Beginning,movie,http://baahubali.com/,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue)",2015,tt2631186,8.2,"91,929",,
806,"Marion Cotillard, Marc-André Grondin, Philippe Katerine, Jean Rochefort",1 win & 6 nominations.,"$294,311","France, Canada, Belgium",02 Aug 2016,"Christian Desmares, Franck Ekinci",,,"Animation, Adventure, Comedy, Drama, Mystery, Sci-Fi, Thriller",French,85,"It's 1941 but France is trapped in the nineteenth century, governed by steam and Napoleon V, where scientists vanish mysteriously. Avril (Marion Cotillard), a teenage girl, goes in search of her missing scientist parents.",https://m.media-amazon.com/images/M/MV5BOTgzODU3YzctN2MwNi00MmNmLWFkOWQtZTFkN2NiNmVjMGVlXkEyXkFqcGdeQXVyNDgxMDU4NTU@._V1_SX300.jpg,GKIDS,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",08 Apr 2016,True,105 min,,April and the Extraordinary World,movie,http://www.meetapril.com/,"Franck Ekinci (screenplay by), Benjamin Legrand (screenplay by), Benjamin Legrand (based on an original idea by), Jacques Tardi (original graphic creation), Mark Camacho (adaptation), Pauline Little (adaptation)",2015,tt3422078,7.3,"5,296",,
807,"Jack Black, Dylan Minnette, Odeya Rush, Ryan Lee",4 nominations.,"$76,079,946","USA, Australia",26 Jan 2016,Rob Letterman,,,"Adventure, Comedy, Family, Fantasy, Horror",English,60,"A teenager teams up with the daughter of young adult horror author R. L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.",https://m.media-amazon.com/images/M/MV5BMjA1OTUzNTQ5Ml5BMl5BanBnXkFtZTgwODQ4NDkxNjE@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",16 Oct 2015,True,103 min,,Goosebumps,movie,http://www.goosebumpsfanrewards.com/,"Darren Lemke (screenplay by), Scott Alexander (story by), Larry Karaszewski (story by), R.L. Stine (based on the ""Goosebumps"" books written by)",2015,tt1051904,6.3,"71,460",,
808,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",2 wins & 9 nominations.,"$157,801,252",USA,28 Jul 2015,Tim Johnson,,,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","English, French",55,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,DreamWorks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",27 Mar 2015,True,94 min,,Home,movie,http://www.meettheboov.com/,"Tom J. Astle (screenplay by), Matt Ember (screenplay by), Adam Rex (book)",2015,tt2224026,6.6,"85,158",,
809,"Cate Blanchett, Lily James, Richard Madden, Helena Bonham Carter",Nominated for 1 Oscar. Another 8 wins & 35 nominations.,"$183,327,144","USA, UK",15 Sep 2015,Kenneth Branagh,,,"Drama, Family, Fantasy, Romance",English,67,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",13 Mar 2015,True,105 min,,Cinderella,movie,http://movies.disney.com/cinderella/,"Chris Weitz (screenplay by), Charles Perrault (story)",2015,tt1661199,6.9,"140,326",,
810,"Don Cheadle, Ewan McGregor, Emayatzy Corinealdi, LaKeith Stanfield",2 wins & 12 nominations.,N/A,USA,N/A,Don Cheadle,,,"Biography, Drama, Music, Romance",English,64,An exploration of the life and music of Miles Davis.,https://m.media-amazon.com/images/M/MV5BYTU5NDRjNmItZGZlMi00ZjJiLTk5YzAtZmY1ZDc4ZGZhMjFhXkEyXkFqcGdeQXVyNTM0OTY0NTI@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '64/100'}]",22 Apr 2016,True,100 min,,Miles Ahead,movie,N/A,"Steven Baigelman (screenplay), Don Cheadle (screenplay), Steven Baigelman (story), Don Cheadle (story), Stephen J. Rivele (story), Christopher Wilkinson (story)",2015,tt0790770,6.4,"8,362",,
811,"Vanessa Elgrichi, Allan Goldberg, Jason Aaron Goldberg, Jill Klopp",7 wins.,N/A,USA,N/A,Jason Aaron Goldberg,,,Drama,English,N/A,The Dunn family struggles to regain their balance and composure after the middle and only male child has been severely injured in Iraq. The fog of war hits home in this touching and often humorous portrait of perseverance.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNzk4ODI4NF5BMl5BanBnXkFtZTgwMzMzMDIyNDE@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,True,88 min,,The Three Es,movie,N/A,Jason Aaron Goldberg,2015,tt4247740,7.8,25,,
812,,,,,,,,Error getting data.,,,,,,,,,,False,,,,,,,,,,,,
813,"Nicole Kidman, Kathryn Hahn, Jason Bateman, Christopher Walken",1 win & 1 nomination.,"$15,335",USA,05 Jul 2016,Jason Bateman,,,"Comedy, Drama, Mystery",English,67,A brother and sister return to their family home in search of their world famous parents who have disappeared.,https://m.media-amazon.com/images/M/MV5BMjA5ODk5NTY3MV5BMl5BanBnXkFtZTgwNzI4Mjg1ODE@._V1_SX300.jpg,Red Crown Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",06 May 2016,True,105 min,,The Family Fang,movie,N/A,"Kevin Wilson (based on the book by), David Lindsay-Abaire (screenplay)",2015,tt2097331,6.1,"6,840",,
814,"Joe Dempsie, Hannah Arterton, Alice Lowe, Laura Carmichael",4 wins & 1 nomination.,N/A,UK,26 Jan 2016,Chanya Button,,,"Comedy, Drama",N/A,N/A,"Following the death of their friend, two girls in their late twenties embark on a road trip to spread his ashes. Seph and Alex take turns driving. Dan is in the glove compartment, in tupperware, decreasing in volume as the trip progresses.",https://m.media-amazon.com/images/M/MV5BZWEzYjFlZDItYTkxYy00YTlhLWEzODMtZjUxOTU3ZDY3N2JmXkEyXkFqcGdeQXVyNTQ1MDQzMzU@._V1_SX300.jpg,The Weinstein Company,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}]",28 Oct 2016,True,106 min,,Burn Burn Burn,movie,http://www.facebook.com/BurntFilm,Charlie Covell,2015,tt3627488,7.0,"1,292",,
815,"Mi Yang, Han Lu, Jingchun Wang, Yawen Zhu",N/A,N/A,China,N/A,Sang-hoon Ahn,,,"Action, Crime, Drama, Mystery, Thriller",Mandarin,N/A,"After escaping an abduction attempt, a blind woman and the young man who witnessed the crime aid the police in trying to identify the man responsible.",https://m.media-amazon.com/images/M/MV5BZGJmZjdmZjMtNDMzYi00Zjg4LWJiOGYtNTJjYzdmYzNlNTFjXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",30 Oct 2015,True,112 min,,The Witness,movie,N/A,"Xiaobai Gu (adapted screenplay), Andy Yoon (adapted screenplay), Sang-hoon Ahn (adapted screenplay)",2015,tt4979652,6.1,457,,
816,"Jason Clarke, Ang Phula Sherpa, Thomas M. Wright, Martin Henderson",7 nominations.,"$46,529,055","UK, USA, Iceland",19 Jan 2016,Baltasar Kormákur,,,"Action, Adventure, Biography, Drama, Thriller","English, Russian",64,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",https://m.media-amazon.com/images/M/MV5BMTNmMzM0ZTktZWY3Yy00ODViLTllZDgtODcwM2QyM2E2YTU2L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",25 Sep 2015,True,121 min,,Everest,movie,N/A,"William Nicholson (screenplay), Simon Beaufoy (screenplay)",2015,tt2719848,7.1,"179,541",,
817,"Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",2 wins & 10 nominations.,"$14,443,077",USA,14 Jun 2016,Michael Showalter,,,"Comedy, Drama, Romance",English,63,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,https://m.media-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,Red Crown Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",01 Apr 2016,True,90 min,,"Hello, My Name Is Doris",movie,N/A,"Laura Terruso (screenplay), Michael Showalter (screenplay), Laura Terruso (short film ""Doris & the Intern"")",2015,tt3766394,6.6,"17,177",,
818,"Cate Blanchett, Rooney Mara, Kyle Chandler, Sarah Paulson",Nominated for 6 Oscars. Another 75 wins & 238 nominations.,"$8,518,148","UK, USA",15 Mar 2016,Todd Haynes,,,"Drama, Romance",English,95,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,https://m.media-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",15 Jan 2016,True,118 min,,Carol,movie,https://www.facebook.com/weinsteinco,"Phyllis Nagy (screenplay), Patricia Highsmith (novel)",2015,tt2402927,7.2,"99,090",,
819,"Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson, Will Poulter",Won 3 Oscars. Another 86 wins & 181 nominations.,N/A,"USA, Hong Kong, Taiwan",19 Apr 2016,Alejandro G. Iñárritu,,,"Action, Adventure, Biography, Drama, Western","English, Pawnee, French",76,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",08 Jan 2016,True,156 min,,The Revenant,movie,http://www.foxmovies.com/movies/the-revenant,"Mark L. Smith (screenplay), Alejandro G. Iñárritu (screenplay), Michael Punke (based in part on the novel by)",2015,tt1663202,8.0,"608,953",,
820,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans",4 wins & 12 nominations.,N/A,"UK, Belgium, Ireland",N/A,Ben Wheatley,,,"Drama, Horror, Sci-Fi",English,65,Life for the residents of a tower block begins to run out of control.,https://m.media-amazon.com/images/M/MV5BMjM3MjM4NzMwMl5BMl5BanBnXkFtZTgwMTQ4MjUzODE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Metacritic', 'Value': '65/100'}]",28 Apr 2016,True,119 min,,High-Rise,movie,N/A,"Amy Jump, J.G. Ballard (novel)",2015,tt0462335,5.6,"33,179",,
821,"Brie Larson, Jacob Tremblay, Sean Bridgers, Wendy Crewson",Won 1 Oscar. Another 103 wins & 136 nominations.,"$14,677,654","Ireland, Canada, UK, USA",01 Mar 2016,Lenny Abrahamson,,,"Drama, Thriller",English,86,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_SX300.jpg,Element Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",22 Jan 2016,True,118 min,,Room,movie,http://www.lahabitacion.com.ar/,"Emma Donoghue (screenplay by), Emma Donoghue (based on the novel by)",2015,tt3170832,8.2,"308,284",,
822,"Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",1 win & 1 nomination.,"$26,714,191",USA,27 Oct 2015,Boaz Yakin,,,"Adventure, Drama, Family, War",English,47,A military dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,https://m.media-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",26 Jun 2015,True,111 min,,Max,movie,http://max-themovie.com/,"Boaz Yakin, Sheldon Lettich",2015,tt3369806,6.8,"23,761",,
823,"Steve Martin, Diane Keaton, John Goodman, Ed Helms",2 nominations.,N/A,USA,09 Feb 2016,Jessie Nelson,,,"Comedy, Fantasy, Romance",English,31,The intertwined stories of four generations of Coopers unfold right before the annual family reunion on Christmas Eve.,https://m.media-amazon.com/images/M/MV5BMjE4NTkyODk4NF5BMl5BanBnXkFtZTgwNjY0NzkxNzE@._V1_SX300.jpg,Groundswell,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",13 Nov 2015,True,107 min,,Love the Coopers,movie,https://www.facebook.com/LoveTheCoopers,Steven Rogers (screenplay),2015,tt2279339,5.8,"17,857",,
824,"Carey Mulligan, Matthias Schoenaerts, Tilly Vosburgh, Mark Wingett",2 wins & 10 nominations.,N/A,"UK, USA",04 Aug 2015,Thomas Vinterberg,,,"Drama, Romance",English,71,"In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",https://m.media-amazon.com/images/M/MV5BNzI4NzUwNDgwN15BMl5BanBnXkFtZTgwNTI3MjMwNTE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",22 May 2015,True,119 min,,Far from the Madding Crowd,movie,http://www.facebook.com/maddingcrowdmovie,"Thomas Hardy (based on the novel by), David Nicholls (screenplay by)",2015,tt2935476,7.1,"40,519",,
825,"Darine Hamze, Rodrigue Sleiman, Zeinab Hind Khadra, Hussein Mokadem",3 nominations.,N/A,"Germany, Lebanon",N/A,Assad Fouladkar,,,"Comedy, Drama, Romance",Arabic,N/A,Four tragicomic interconnected stories about how devoted Muslim men and women are trying to manage their love life and desires without breaking any religious rules.,https://ia.media-imdb.com/images/M/MV5BMjRlYzMzYmItYTViNy00Y2JiLTljY2YtMWUzMWI4ZGYzMmEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUzODkxMDc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",07 Jul 2016,True,94 min,,Halal Love,movie,N/A,Assad Fouladkar,2015,tt5105218,6.4,231,,
